Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
SSO,position error,209.63879091245246,26795.811120124083,163.69426110931343,147.93541156335334,590.06842573281085,2.514796881294584,265.48103471074432
Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
SSO,velocity error,0.21891558560199659,0.028480595833457138,0.16876195019451848,0.15364966782368794,0.61911763271011899,0.0023593157575932029,0.26975852226160246
