Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
GEO,position error,60.321859989870489,536.63385981231625,23.165359047774679,65.811223382594292,99.277118182325168,8.6978898614153692,22.115684046473881
Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
GEO,velocity error,0.0043438037808293251,2.6587475713736757e-06,0.0016305666411936912,0.0046967239864530875,0.0072563508229367959,0.00071148886229582939,0.0015818552459171578
