Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
HEO,position error,110.63282629405285,8574.017273708263,92.595989512009979,86.646259896817895,1141.731515759501,5.202442314074089,91.064141313722928
Orbit Type,Error Type,Mean,Variance,Standard Deviation,median,Max. Error,Min. Error,Interquartile Range
HEO,velocity error,0.016834152059308077,0.0007716414368163859,0.027778434743814955,0.0087012856764010493,0.54038430369033064,0.00029960946900036415,0.014119352806572982
